,ARMA-ARCH-before,ARMA-ARCH-update,ARIMA-before,ARIMA-update,GAM-before,GAM-update,LM-before,LM-update,LSTM-before,LSTM-update,benchmark
181,10.6153349791552,221.049866916504,-61.2930474977919,201.978037827868,-34.5719159398502,192.499229146573,33.596080654198,219.25405961442,76.2889940867308,291.533784404717,25.3697894797443
182,13.2269918462137,223.661523783562,-57.9061206575743,205.364964668085,-36.4447024098534,190.62644267657,37.4483295671058,223.106308527328,76.2771050233559,291.521895341342,31.2321134581639
183,15.1958677940985,225.630399731447,-54.5548548694922,208.716230456167,-34.673509781515,192.397635304908,38.9983640949384,224.656343055161,77.3689309729714,292.613721290957,37.2947692149486
184,16.1606821834573,226.595214120806,-53.3149300349692,209.95615529069,-33.3209630790024,193.750182007421,39.736889100274,225.394868060496,77.79159137377,293.036381691756,40.6954505773678
185,7.89971532989654,218.334247267245,-57.9004944950966,205.370590830563,-37.2697214312279,189.801423655195,38.0623157634068,223.720294723629,75.9437676401498,291.188557958136,42.2098807828203
186,3.2014626219338,213.635994559282,-56.7126193428628,206.558465982797,-39.1918113726903,187.879333713733,34.3147946247253,219.972773584948,68.5723154142872,283.817105732273,43.0012944896026
187,3.12463634319781,213.591442028344,-63.0101351910414,203.401411395301,-41.7334309469805,186.571635910637,32.2024018295189,218.891063072831,65.031782771949,282.009776456287,33.7902858612728
188,1.32840418222808,212.715923565539,-67.0325368116905,201.39506708036,-44.5596867710167,185.213747067093,30.5923417254245,218.23660136933,64.6217224505246,281.825778718069,29.5883025159605
189,0.223865629907004,212.244563259057,-75.0006760036695,197.989552975385,-54.9582399592668,181.339677230054,21.5911419251145,214.580021504432,62.4747431063226,281.018265885577,25.2731982817411
190,-6.94748430684073,208.532715114992,-76.3113955766869,196.994133034887,-66.6877568165624,175.434847827608,19.0791543193946,213.216552563257,56.4860352343014,277.932710780565,14.0220605793422
191,-8.14569273833983,207.891503967215,-75.5926999174684,197.233080743186,-66.9663549429258,175.266363747012,21.6674039720931,214.077915944574,56.311667064951,277.844875880981,9.07558337904918
192,-5.68731674455225,209.182021363007,-69.4889293699719,200.345515196213,-58.9460429769571,179.323270046855,35.5977306883957,221.071580498955,65.3252264705101,282.394361212625,9.47964832817154
